video_id,pred,gt
0,1.03813846e-10,0.0
0,6.810414e-08,0.0
0,3.367502e-07,0.0
0,4.606324e-07,0.0
0,4.8810944e-07,0.0
0,2.813476e-07,0.0
0,1.7314565e-07,1.0
0,7.859617e-08,1.0
0,1.685573e-08,1.0
0,3.007802e-09,1.0
0,5.0844974e-08,1.0
0,1.8864617e-07,1.0
0,2.7021903e-07,1.0
0,5.3157146e-07,1.0
0,6.3547213e-07,1.0
0,9.64463e-07,1.0
0,1.146634e-06,1.0
0,1.26351e-06,1.0
0,1.2231851e-06,1.0
0,1.0576441e-06,1.0
0,1.0881308e-06,1.0
0,1.2670946e-06,1.0
0,1.8018843e-06,1.0
0,2.1319847e-06,1.0
0,1.8725714e-06,0.0
0,2.1517485e-06,0.0
0,1.4323537e-06,0.0
0,1.1407146e-06,0.0
1,3.889198e-08,0.0
1,0.00037917215,0.0
1,0.0018951446,0.0
1,0.008439351,0.0
1,0.029399842,0.0
1,0.0841726,0.0
1,0.19291088,0.0
1,0.30589256,0.0
1,0.4629411,0.0
1,0.6602978,0.0
1,0.8568539,1.0
1,0.86019677,1.0
1,0.6962709,1.0
1,0.50230217,0.0
1,0.41426954,0.0
1,0.40848276,0.0
1,0.42937216,0.0
1,0.48887098,0.0
1,0.5429745,0.0
1,0.56857777,0.0
1,0.5390333,0.0
1,0.47671708,0.0
1,0.42662475,0.0
1,0.40078002,0.0
1,0.3872099,0.0
1,0.34206378,0.0
1,0.22939873,0.0
1,0.10891193,0.0
1,0.021261012,0.0
1,0.0016899521,0.0
1,0.0024124708,0.0
1,0.003694114,0.0
1,0.00476568,0.0
1,0.0047438433,0.0
1,0.0040090387,0.0
1,0.010934188,0.0
1,0.0095765805,0.0
1,0.008517735,0.0
2,1.5410238e-09,0.0
2,1.493501e-06,0.0
2,2.1909109e-05,0.0
2,0.00018246385,0.0
2,0.0010121053,0.0
2,0.004255856,1.0
2,0.014083716,1.0
2,0.031786416,1.0
2,0.052608997,1.0
2,0.07096532,1.0
2,0.08045921,0.0
2,0.090975605,0.0
2,0.15430322,0.0
2,0.2617218,0.0
2,0.37547395,0.0
2,0.42623052,0.0
2,0.4050958,0.0
2,0.30629706,0.0
2,0.18186335,0.0
2,0.070801765,0.0
2,0.02167552,0.0
2,0.0037281462,0.0
2,0.0004824032,0.0
2,8.2642786e-05,0.0
2,3.482588e-05,0.0
2,3.0606738e-05,0.0
3,1.1522094e-10,0.0
3,6.0945797e-07,0.0
3,4.386261e-06,0.0
3,0.000528854,0.0
3,0.02026261,0.0
3,0.064495645,0.0
3,0.12736605,0.0
3,0.14051414,0.0
3,0.14657478,0.0
3,0.1234087,0.0
3,0.19300923,0.0
3,0.26100168,0.0
3,0.3516644,0.0
3,0.37776145,0.0
3,0.37437627,0.0
3,0.31771404,0.0
3,0.24361879,0.0
3,0.13989112,1.0
3,0.0695866,1.0
3,0.015159817,1.0
3,0.003986763,1.0
3,6.406609e-05,0.0
3,7.729971e-06,0.0
3,5.210357e-06,0.0
3,7.618502e-06,0.0
3,1.3306022e-05,0.0
3,6.370037e-05,0.0
3,5.9229886e-05,0.0
3,5.1904914e-05,0.0
4,1.0606676e-08,0.0
4,0.0021400638,0.0
4,0.025643876,0.0
4,0.15077832,0.0
4,0.37561733,0.0
4,0.6306211,0.0
4,0.8370025,0.0
4,0.94334567,1.0
4,0.9961276,1.0
4,0.89409506,1.0
4,0.7433712,1.0
4,0.577774,1.0
4,0.5000025,1.0
4,0.47042364,0.0
4,0.47280592,0.0
4,0.5630491,0.0
4,0.7431933,0.0
4,0.9084422,1.0
4,0.9925243,1.0
4,0.89037335,1.0
4,0.5570498,1.0
4,0.23101273,0.0
5,1.8978415e-12,0.0
5,2.2934675e-12,0.0
5,4.8134715e-11,0.0
5,9.322954e-10,0.0
5,7.1998207e-09,0.0
5,1.0973922e-08,0.0
5,1.3707055e-05,0.0
5,0.023517992,0.0
5,0.20168087,1.0
5,0.43637055,0.0
5,0.6128583,1.0
5,0.58639526,1.0
5,0.43204427,1.0
5,0.23206413,1.0
5,0.08036426,1.0
5,1.190089e-05,0.0
5,1.572397e-11,0.0
5,9.5895256e-14,0.0
